"rgn_id","rgn_name","area_km2"
12,"Århus",9586.78027344
4,"Bornholm",9191.21972656
8,"Copenhagen",854.484985352
10,"Frederiksborg",994.851013184
2,"Fyn",3889.54003906
14,"North Jutland",12883.2001953
7,"Ribe",11314.2001953
11,"Ringkøbing",30757
5,"Roskilde",131.035003662
3,"South Jutland",1668.18005371
1,"Storstrøm",6703.83007812
9,"Vejle",411.891998291
6,"Vestsjælland",3526.51000977
13,"Viborg",8985.54980469
