"rgn_id","component","value"
12,"livelihood",0.667706299867125
4,"livelihood",0.667706299867125
8,"livelihood",0.667706299867125
10,"livelihood",0.667706299867125
2,"livelihood",0.667706299867125
14,"livelihood",0.667706299867125
7,"livelihood",0.667706299867125
11,"livelihood",0.667706299867125
5,"livelihood",0.667706299867125
3,"livelihood",0.667706299867125
1,"livelihood",0.667706299867125
9,"livelihood",0.667706299867125
6,"livelihood",0.667706299867125
13,"livelihood",0.667706299867125
12,"economy",0.660308632751659
4,"economy",0.660308632751659
8,"economy",0.660308632751659
10,"economy",0.660308632751659
2,"economy",0.660308632751659
14,"economy",0.660308632751659
7,"economy",0.660308632751659
11,"economy",0.660308632751659
5,"economy",0.660308632751659
3,"economy",0.660308632751659
1,"economy",0.660308632751659
9,"economy",0.660308632751659
6,"economy",0.660308632751659
13,"economy",0.660308632751659
