"rgn_id","type","label"
1,"eez","Storstrøm"
2,"eez","Fyn"
3,"eez","South Jutland"
4,"eez","Bornholm"
5,"eez","Roskilde"
6,"eez","Vestsjælland"
7,"eez","Ribe"
8,"eez","Copenhagen"
9,"eez","Vejle"
10,"eez","Frederiksborg"
11,"eez","Ringkøbing"
12,"eez","Århus"
13,"eez","Viborg"
14,"eez","North Jutland"
