"rgn_id","count","year"
12,4579603,1960
4,4579603,1960
8,4579603,1960
10,4579603,1960
2,4579603,1960
14,4579603,1960
7,4579603,1960
11,4579603,1960
5,4579603,1960
3,4579603,1960
1,4579603,1960
9,4579603,1960
6,4579603,1960
13,4579603,1960
12,4611687,1961
4,4611687,1961
8,4611687,1961
10,4611687,1961
2,4611687,1961
14,4611687,1961
7,4611687,1961
11,4611687,1961
5,4611687,1961
3,4611687,1961
1,4611687,1961
9,4611687,1961
6,4611687,1961
13,4611687,1961
12,4647727,1962
4,4647727,1962
8,4647727,1962
10,4647727,1962
2,4647727,1962
14,4647727,1962
7,4647727,1962
11,4647727,1962
5,4647727,1962
3,4647727,1962
1,4647727,1962
9,4647727,1962
6,4647727,1962
13,4647727,1962
12,4684483,1963
4,4684483,1963
8,4684483,1963
10,4684483,1963
2,4684483,1963
14,4684483,1963
7,4684483,1963
11,4684483,1963
5,4684483,1963
3,4684483,1963
1,4684483,1963
9,4684483,1963
6,4684483,1963
13,4684483,1963
12,4722072,1964
4,4722072,1964
8,4722072,1964
10,4722072,1964
2,4722072,1964
14,4722072,1964
7,4722072,1964
11,4722072,1964
5,4722072,1964
3,4722072,1964
1,4722072,1964
9,4722072,1964
6,4722072,1964
13,4722072,1964
12,4759012,1965
4,4759012,1965
8,4759012,1965
10,4759012,1965
2,4759012,1965
14,4759012,1965
7,4759012,1965
11,4759012,1965
5,4759012,1965
3,4759012,1965
1,4759012,1965
9,4759012,1965
6,4759012,1965
13,4759012,1965
12,4797381,1966
4,4797381,1966
8,4797381,1966
10,4797381,1966
2,4797381,1966
14,4797381,1966
7,4797381,1966
11,4797381,1966
5,4797381,1966
3,4797381,1966
1,4797381,1966
9,4797381,1966
6,4797381,1966
13,4797381,1966
12,4835354,1967
4,4835354,1967
8,4835354,1967
10,4835354,1967
2,4835354,1967
14,4835354,1967
7,4835354,1967
11,4835354,1967
5,4835354,1967
3,4835354,1967
1,4835354,1967
9,4835354,1967
6,4835354,1967
13,4835354,1967
12,4864883,1968
4,4864883,1968
8,4864883,1968
10,4864883,1968
2,4864883,1968
14,4864883,1968
7,4864883,1968
11,4864883,1968
5,4864883,1968
3,4864883,1968
1,4864883,1968
9,4864883,1968
6,4864883,1968
13,4864883,1968
12,4891860,1969
4,4891860,1969
8,4891860,1969
10,4891860,1969
2,4891860,1969
14,4891860,1969
7,4891860,1969
11,4891860,1969
5,4891860,1969
3,4891860,1969
1,4891860,1969
9,4891860,1969
6,4891860,1969
13,4891860,1969
12,4928757,1970
4,4928757,1970
8,4928757,1970
10,4928757,1970
2,4928757,1970
14,4928757,1970
7,4928757,1970
11,4928757,1970
5,4928757,1970
3,4928757,1970
1,4928757,1970
9,4928757,1970
6,4928757,1970
13,4928757,1970
12,4963126,1971
4,4963126,1971
8,4963126,1971
10,4963126,1971
2,4963126,1971
14,4963126,1971
7,4963126,1971
11,4963126,1971
5,4963126,1971
3,4963126,1971
1,4963126,1971
9,4963126,1971
6,4963126,1971
13,4963126,1971
12,4991596,1972
4,4991596,1972
8,4991596,1972
10,4991596,1972
2,4991596,1972
14,4991596,1972
7,4991596,1972
11,4991596,1972
5,4991596,1972
3,4991596,1972
1,4991596,1972
9,4991596,1972
6,4991596,1972
13,4991596,1972
12,5021861,1973
4,5021861,1973
8,5021861,1973
10,5021861,1973
2,5021861,1973
14,5021861,1973
7,5021861,1973
11,5021861,1973
5,5021861,1973
3,5021861,1973
1,5021861,1973
9,5021861,1973
6,5021861,1973
13,5021861,1973
12,5045297,1974
4,5045297,1974
8,5045297,1974
10,5045297,1974
2,5045297,1974
14,5045297,1974
7,5045297,1974
11,5045297,1974
5,5045297,1974
3,5045297,1974
1,5045297,1974
9,5045297,1974
6,5045297,1974
13,5045297,1974
12,5059862,1975
4,5059862,1975
8,5059862,1975
10,5059862,1975
2,5059862,1975
14,5059862,1975
7,5059862,1975
11,5059862,1975
5,5059862,1975
3,5059862,1975
1,5059862,1975
9,5059862,1975
6,5059862,1975
13,5059862,1975
12,5072596,1976
4,5072596,1976
8,5072596,1976
10,5072596,1976
2,5072596,1976
14,5072596,1976
7,5072596,1976
11,5072596,1976
5,5072596,1976
3,5072596,1976
1,5072596,1976
9,5072596,1976
6,5072596,1976
13,5072596,1976
12,5088419,1977
4,5088419,1977
8,5088419,1977
10,5088419,1977
2,5088419,1977
14,5088419,1977
7,5088419,1977
11,5088419,1977
5,5088419,1977
3,5088419,1977
1,5088419,1977
9,5088419,1977
6,5088419,1977
13,5088419,1977
12,5104248,1978
4,5104248,1978
8,5104248,1978
10,5104248,1978
2,5104248,1978
14,5104248,1978
7,5104248,1978
11,5104248,1978
5,5104248,1978
3,5104248,1978
1,5104248,1978
9,5104248,1978
6,5104248,1978
13,5104248,1978
12,5116801,1979
4,5116801,1979
8,5116801,1979
10,5116801,1979
2,5116801,1979
14,5116801,1979
7,5116801,1979
11,5116801,1979
5,5116801,1979
3,5116801,1979
1,5116801,1979
9,5116801,1979
6,5116801,1979
13,5116801,1979
12,5123027,1980
4,5123027,1980
8,5123027,1980
10,5123027,1980
2,5123027,1980
14,5123027,1980
7,5123027,1980
11,5123027,1980
5,5123027,1980
3,5123027,1980
1,5123027,1980
9,5123027,1980
6,5123027,1980
13,5123027,1980
12,5121572,1981
4,5121572,1981
8,5121572,1981
10,5121572,1981
2,5121572,1981
14,5121572,1981
7,5121572,1981
11,5121572,1981
5,5121572,1981
3,5121572,1981
1,5121572,1981
9,5121572,1981
6,5121572,1981
13,5121572,1981
12,5117810,1982
4,5117810,1982
8,5117810,1982
10,5117810,1982
2,5117810,1982
14,5117810,1982
7,5117810,1982
11,5117810,1982
5,5117810,1982
3,5117810,1982
1,5117810,1982
9,5117810,1982
6,5117810,1982
13,5117810,1982
12,5114297,1983
4,5114297,1983
8,5114297,1983
10,5114297,1983
2,5114297,1983
14,5114297,1983
7,5114297,1983
11,5114297,1983
5,5114297,1983
3,5114297,1983
1,5114297,1983
9,5114297,1983
6,5114297,1983
13,5114297,1983
12,5111619,1984
4,5111619,1984
8,5111619,1984
10,5111619,1984
2,5111619,1984
14,5111619,1984
7,5111619,1984
11,5111619,1984
5,5111619,1984
3,5111619,1984
1,5111619,1984
9,5111619,1984
6,5111619,1984
13,5111619,1984
12,5113691,1985
4,5113691,1985
8,5113691,1985
10,5113691,1985
2,5113691,1985
14,5113691,1985
7,5113691,1985
11,5113691,1985
5,5113691,1985
3,5113691,1985
1,5113691,1985
9,5113691,1985
6,5113691,1985
13,5113691,1985
12,5120534,1986
4,5120534,1986
8,5120534,1986
10,5120534,1986
2,5120534,1986
14,5120534,1986
7,5120534,1986
11,5120534,1986
5,5120534,1986
3,5120534,1986
1,5120534,1986
9,5120534,1986
6,5120534,1986
13,5120534,1986
12,5127024,1987
4,5127024,1987
8,5127024,1987
10,5127024,1987
2,5127024,1987
14,5127024,1987
7,5127024,1987
11,5127024,1987
5,5127024,1987
3,5127024,1987
1,5127024,1987
9,5127024,1987
6,5127024,1987
13,5127024,1987
12,5129516,1988
4,5129516,1988
8,5129516,1988
10,5129516,1988
2,5129516,1988
14,5129516,1988
7,5129516,1988
11,5129516,1988
5,5129516,1988
3,5129516,1988
1,5129516,1988
9,5129516,1988
6,5129516,1988
13,5129516,1988
12,5132594,1989
4,5132594,1989
8,5132594,1989
10,5132594,1989
2,5132594,1989
14,5132594,1989
7,5132594,1989
11,5132594,1989
5,5132594,1989
3,5132594,1989
1,5132594,1989
9,5132594,1989
6,5132594,1989
13,5132594,1989
12,5140939,1990
4,5140939,1990
8,5140939,1990
10,5140939,1990
2,5140939,1990
14,5140939,1990
7,5140939,1990
11,5140939,1990
5,5140939,1990
3,5140939,1990
1,5140939,1990
9,5140939,1990
6,5140939,1990
13,5140939,1990
12,5154298,1991
4,5154298,1991
8,5154298,1991
10,5154298,1991
2,5154298,1991
14,5154298,1991
7,5154298,1991
11,5154298,1991
5,5154298,1991
3,5154298,1991
1,5154298,1991
9,5154298,1991
6,5154298,1991
13,5154298,1991
12,5171370,1992
4,5171370,1992
8,5171370,1992
10,5171370,1992
2,5171370,1992
14,5171370,1992
7,5171370,1992
11,5171370,1992
5,5171370,1992
3,5171370,1992
1,5171370,1992
9,5171370,1992
6,5171370,1992
13,5171370,1992
12,5188628,1993
4,5188628,1993
8,5188628,1993
10,5188628,1993
2,5188628,1993
14,5188628,1993
7,5188628,1993
11,5188628,1993
5,5188628,1993
3,5188628,1993
1,5188628,1993
9,5188628,1993
6,5188628,1993
13,5188628,1993
12,5206180,1994
4,5206180,1994
8,5206180,1994
10,5206180,1994
2,5206180,1994
14,5206180,1994
7,5206180,1994
11,5206180,1994
5,5206180,1994
3,5206180,1994
1,5206180,1994
9,5206180,1994
6,5206180,1994
13,5206180,1994
12,5233373,1995
4,5233373,1995
8,5233373,1995
10,5233373,1995
2,5233373,1995
14,5233373,1995
7,5233373,1995
11,5233373,1995
5,5233373,1995
3,5233373,1995
1,5233373,1995
9,5233373,1995
6,5233373,1995
13,5233373,1995
12,5263074,1996
4,5263074,1996
8,5263074,1996
10,5263074,1996
2,5263074,1996
14,5263074,1996
7,5263074,1996
11,5263074,1996
5,5263074,1996
3,5263074,1996
1,5263074,1996
9,5263074,1996
6,5263074,1996
13,5263074,1996
12,5284991,1997
4,5284991,1997
8,5284991,1997
10,5284991,1997
2,5284991,1997
14,5284991,1997
7,5284991,1997
11,5284991,1997
5,5284991,1997
3,5284991,1997
1,5284991,1997
9,5284991,1997
6,5284991,1997
13,5284991,1997
12,5304219,1998
4,5304219,1998
8,5304219,1998
10,5304219,1998
2,5304219,1998
14,5304219,1998
7,5304219,1998
11,5304219,1998
5,5304219,1998
3,5304219,1998
1,5304219,1998
9,5304219,1998
6,5304219,1998
13,5304219,1998
12,5321799,1999
4,5321799,1999
8,5321799,1999
10,5321799,1999
2,5321799,1999
14,5321799,1999
7,5321799,1999
11,5321799,1999
5,5321799,1999
3,5321799,1999
1,5321799,1999
9,5321799,1999
6,5321799,1999
13,5321799,1999
12,5339616,2000
4,5339616,2000
8,5339616,2000
10,5339616,2000
2,5339616,2000
14,5339616,2000
7,5339616,2000
11,5339616,2000
5,5339616,2000
3,5339616,2000
1,5339616,2000
